-2.81e+00 -1.68e+00 1.49e-01 -1.14e-01 
-1.68e+00 -1.68e+00 2.78e-01 1.18e-01 
-5.61e-01 -1.68e+00 1.38e-01 1.70e-01 
5.61e-01 -1.68e+00 3.17e-02 6.41e-03 
1.68e+00 -1.68e+00 4.65e-02 1.22e-01 
2.81e+00 -1.68e+00 1.23e-01 -3.38e-02 
3.93e+00 -1.68e+00 1.20e-01 1.99e-02 
5.05e+00 -1.68e+00 1.34e-01 1.25e-01 
-5.05e+00 -5.61e-01 1.72e-01 2.13e-01 
-3.93e+00 -5.61e-01 2.12e-01 1.72e-01 
-2.81e+00 -5.61e-01 2.83e-01 1.80e-01 
-1.68e+00 -5.61e-01 1.63e-01 1.65e-01 
-5.61e-01 -5.61e-01 2.26e-01 8.85e-02 
5.61e-01 -5.61e-01 -3.58e-02 2.70e-01 
1.68e+00 -5.61e-01 1.35e-01 1.22e-01 
2.81e+00 -5.61e-01 -9.15e-02 7.43e-02 
3.93e+00 -5.61e-01 3.25e-02 1.78e-01 
5.05e+00 -5.61e-01 2.50e-01 2.31e-01 
-5.05e+00 5.61e-01 3.20e-01 4.04e-03 
-3.93e+00 5.61e-01 1.35e-01 -7.62e-02 
-2.81e+00 5.61e-01 -4.47e-02 1.36e-01 
-1.68e+00 5.61e-01 1.02e-01 1.46e-01 
-5.61e-01 5.61e-01 1.72e-01 1.59e-01 
5.61e-01 5.61e-01 2.38e-01 9.94e-02 
1.68e+00 5.61e-01 2.67e-02 -1.55e-02 
2.81e+00 5.61e-01 1.73e-01 1.20e-01 
3.93e+00 5.61e-01 9.23e-02 6.95e-02 
5.05e+00 5.61e-01 3.07e-01 5.98e-02 
-5.05e+00 1.68e+00 1.39e-02 1.46e-01 
-3.93e+00 1.68e+00 1.66e-01 2.61e-02 
-2.81e+00 1.68e+00 9.39e-03 2.07e-01 
-1.68e+00 1.68e+00 1.90e-01 1.64e-01 
-5.61e-01 1.68e+00 9.09e-02 1.80e-01 
5.61e-01 1.68e+00 2.28e-01 3.17e-04 
1.68e+00 1.68e+00 2.95e-01 4.62e-02 
2.81e+00 1.68e+00 1.36e-01 1.22e-01 
3.93e+00 1.68e+00 1.47e-01 -1.62e-01 
5.05e+00 1.68e+00 -9.53e-02 1.08e-01 
-5.05e+00 2.81e+00 6.15e-02 8.84e-02 
-3.93e+00 2.81e+00 1.37e-01 -1.18e-01 
-2.81e+00 2.81e+00 -4.86e-02 -6.91e-02 
-1.68e+00 2.81e+00 1.84e-01 8.87e-02 
-5.61e-01 2.81e+00 1.05e-01 6.03e-02 
5.61e-01 2.81e+00 1.90e-01 9.90e-02 
1.68e+00 2.81e+00 8.76e-02 3.84e-02 
2.81e+00 2.81e+00 1.41e-02 -1.94e-03 
3.93e+00 2.81e+00 3.19e-03 -1.58e-02 
5.05e+00 2.81e+00 1.17e-01 2.28e-01 
-5.05e+00 3.93e+00 -1.34e-02 1.31e-01 
-3.93e+00 3.93e+00 1.98e-01 1.40e-01 
-2.81e+00 3.93e+00 3.54e-02 4.45e-03 
-1.68e+00 3.93e+00 6.95e-02 1.38e-01 
-5.61e-01 3.93e+00 1.18e-01 1.73e-01 
5.61e-01 3.93e+00 8.75e-02 1.43e-01 
1.68e+00 3.93e+00 2.62e-01 2.87e-04 
2.81e+00 3.93e+00 1.39e-01 1.07e-01 
3.93e+00 3.93e+00 -8.83e-02 1.45e-01 
5.05e+00 3.93e+00 7.42e-02 1.36e-01 
-5.05e+00 5.05e+00 1.94e-01 -8.77e-02 
-3.93e+00 5.05e+00 1.80e-01 4.70e-02 
-2.81e+00 5.05e+00 1.32e-03 2.53e-01 
-1.68e+00 5.05e+00 -6.38e-03 -3.84e-03 
-5.61e-01 5.05e+00 3.77e-01 1.19e-01 
5.61e-01 5.05e+00 4.44e-02 5.31e-02 
1.68e+00 5.05e+00 1.35e-01 5.15e-02 
2.81e+00 5.05e+00 5.37e-02 -8.96e-03 
3.93e+00 5.05e+00 -9.77e-02 4.18e-02 
5.05e+00 5.05e+00 9.66e-02 1.64e-01 
